vocabulary,originalEntry,explanation,example,pinYin,location,place,source
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·香花桥,香花桥志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·盈中,盈中乡志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·白鹤,白鹤志
胎本(胎本),胎本,体质。（體質。）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·新桥,新桥镇志
胎本(胎本),胎本,体质。（體質。）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·五里塘,茸北镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·松江,中山街道志
胎本(胎本),胎本,身体素质（身體素質）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·凌桥,凌桥村志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),本沪小片,宝山·彭浦,彭浦镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),嘉定片,宝山·盛桥,盛桥镇志
胎本(胎本),胎本、本作,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·塘外,塘外续志
胎本(胎本),胎本、本作,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·青村,青村志
胎本(胎本),胎本、力作,体质。（體質。）,[暂无],拼音暂无(IPA暂无),嘉定片,宝山·刘行,刘行镇志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·沈巷,沈巷志
胎本(胎本),胎本,126-126,[暂无],拼音暂无(IPA暂无),本沪小片,川沙,浦东老闲话
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·吕巷,马新村志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),,上海县,上海县志
胎本(胎本),胎本,身体素质（身體素質）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·洋泾,洋泾乡志
胎本(胎本),胎本,体质（體質）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
胎本粗(胎本粗),胎本粗,资本大（資本大）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·胡桥,胡桥志
胎本好(胎本好),胎本好,身体强壮（身體強壯）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·胡桥,胡桥志
胎本好(胎本好),胎本好,体质好（體質好）,[暂无],拼音暂无(IPA暂无),嘉定片,嘉定·马陆,马陆志
胎本好(胎本好),胎本好,体质好（體質好）,[暂无],拼音暂无(IPA暂无),嘉定片,嘉定·唐行,唐行志
胎毒(胎毒),[原写法即现写法],[空] （[空]）,[暂无],the⁵⁵ doq³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
胎记(胎記),[原写法即现写法],[空] （[空]）,[暂无],the⁵⁵ ci³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
胎气(胎氣),[原写法即现写法],[空] （[空]）,[暂无],the⁵⁵ chi³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
胎生(胎生),胎生,本来（本來）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·书院,书院镇志
台(臺),[原写法即现写法],[空] （[空]）,[暂无],de³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台巴子(臺巴子),[原写法即现写法],de²² ɓa⁵⁵ tsɿ⁵³ 对台湾人的蔑称。（de²² ɓa⁵⁵ tsɿ⁵³ 對臺灣人的蔑稱。）,[暂无],de pa tsy (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
台版(檯版),臺版,1书桌上的平板2课桌放书包的地方（1書桌上的平板 2課桌放書包的地方）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
台布(檯布),臺布,[空] （[空]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
台布(檯布),[原写法即现写法], 铺在桌上防止桌面受污染（鋪在桌上防止桌面受污染）,[暂无],de²² pu⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台布(檯布),[原写法即现写法],de³⁵ ɓu⁵⁵ 桌布。（de³⁵ ɓu⁵⁵ 桌布。）,[暂无],de pu (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
台肚(檯肚),[原写法即现写法],de³⁵ du⁵⁵ 桌肚。（de³⁵ du⁵⁵ 桌肚。）,[暂无],de du (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
台费(臺費),[原写法即现写法],[空] （[空]）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·庄行,庄行镇【散记】
台风(颱風),[原写法即现写法],[空] （[空]）,[暂无],de²² foŋ⁵³(IPA暂无),华娄小片,青浦·沈巷,沈巷镇张马村【散记】
台风(颱風),[原写法即现写法],de²² hoŋ⁵³ （de²² hoŋ⁵³）,[暂无],de hon (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
台风(颱風),[原写法即现写法],同【风潮】。（同【風潮】。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台风(颱風),颱風,[空] （[空]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
台格(檯格),[原写法即现写法],一种方形木制的箅子。（一種方形木製的箅子。）,[暂无],de²² kaq⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台基(臺基),台基,以房屋供人为野合之所而取得租金者（以房屋供人爲野合之所而取得租金者）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
台基(臺基),[原写法即现写法],为男女私通者提供房屋而收取租金的人。（爲男女私通者提供房屋而收取租金的人。）,[暂无],de²² ci⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台级(臺級),臺級,台阶儿（臺階兒）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
台面(檯面),[原写法即现写法],杯、盘、碗、碟、筷子等成套的酒席用具（杯、盤、碗、碟、筷子等成套的酒席用具）,銀～,de²⁴ mi³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台裙(檯裙),[原写法即现写法],铺在桌上防止桌面受污染（鋪在桌上防止桌面受污染）,[暂无],de²² jiun⁴³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台勺(臺勺),臺勺,羹匙（羹匙）,[暂无],拼音暂无(IPA暂无),,上海县,上海县志
台摊(檯攤),[原写法即现写法],铺在桌上防止桌面受污染（鋪在桌上防止桌面受污染）,[暂无],de²² thae²²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台摊布(檯攤布),[原写法即现写法],台布。（檯布。）,[暂无],de²⁴ tʰɛ⁴⁴ ɓu²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台条椅凳(臺條椅凳),臺條椅凳,桌椅凳子之类的统称（桌椅凳子之類的統稱）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
台湾草虾儿(臺灣草蝦兒),[原写法即现写法],de²² vɛ⁵³ tsʰɔ³⁵ hø²¹ （de²² vɛ⁵³ tsʰɔ³⁵ hø²¹）,[暂无],de vae tshau hoe (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
台湾蓆(臺灣蓆),[原写法即现写法],台湾出产的一种草席，较为细腻，编成的席子可以折叠成小块（臺灣出產的一種草席，較爲細膩，編成的席子可以摺疊成小塊）,[暂无],de²² uae²² zieq²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台湾蓆(臺灣蓆),臺灣席,台湾特产的草席（臺灣特產的草席）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
台围(檯圍),[原写法即现写法],桌裙。（桌裙。）,[暂无],de²² yu²²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台帷(臺帷),臺帷,桌裙（桌裙）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
台型(臺型),[原写法即现写法],①面子（①面子）,[暂无],de²² yin⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台型(臺型),[原写法即现写法],②时髦（②時髦）,[暂无],de²² yin⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台型(臺型),臺型,以场面耀炫自己（以場面耀炫自己）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·高行,高行镇志
台型(臺型),臺型,喻指人面子、光彩（喻指人面子、光彩）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·凌桥,凌桥村志
台型(臺型),臺型,以场面耀炫自己（以場面耀炫自己）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·高南,高南乡志
台型(臺型),臺型,62-62,[暂无],拼音暂无(IPA暂无),本沪小片,川沙,浦东老闲话
台罩(檯罩),[原写法即现写法],de³⁵ tsɔ⁵⁵ 桌上罩菜用的罩子。（de³⁵ tsɔ⁵⁵ 桌上罩菜用的罩子。）,[暂无],de tsau (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
台罩(檯罩),臺罩,桌上罩菜用的罩子（桌上罩菜用的罩子）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·鲁汇,鲁汇镇志
台钟(臺鐘),臺鐘,[空] （[空]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
台子(檯子),臺子,桌子（桌子）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
台子(檯子),臺子,桌子（桌子）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
台子(檯子),[原写法即现写法],[空] （[空]）,[暂无],de¹³ tsy⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台子(檯子),[原写法即现写法],de³⁵ tsɿ⁵⁵ 桌子。（de³⁵ tsɿ⁵⁵ 桌子。）,[暂无],de tsy (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
台子(檯子),臺子,桌子（桌子）,[暂无],拼音暂无(IPA暂无),泖西小片,松江·新浜,新浜镇志
台子(檯子),臺子,桌子。（桌子。）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·洞泾,洞泾镇志
台子(檯子),檯子,桌子（桌子）,[暂无],拼音暂无(IPA暂无),泖西小片,金山·枫泾,枫围乡志
台子(檯子),臺子,桌子（桌子）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·吕巷,马新村志
台子浪(檯子浪),[原写法即现写法],桌上（桌上）,[暂无],de²² tsy⁵⁵ laon²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台子浪向(檯子浪向),[原写法即现写法],桌上（桌上）,[暂无],de²² tsy⁵⁵ laon³³ shian²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台子路(檯子路),[原写法即现写法],桌上（桌上）,[暂无],de¹³ tsy⁵⁵ lu³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
台子路向(檯子路向),[原写法即现写法],桌上（桌上）,[暂无],de¹³ tsy⁵⁵ lu³³ shian³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
抬饭碗(抬飯碗),[原写法即现写法],指就餐时不在桌前，抬著饭碗或站立或坐蹲吃饭或夹了菜四处溜达。（指就餐時不在桌前，抬著飯碗或站立或坐蹲吃飯或夾了菜四處溜達。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
抬饭碗(抬飯碗),抬飯碗,"当地村民从前的一个吃饭习惯，手托饭碗串门子,边走边吃的样子。（當地村民從前的一個吃飯習慣，手托飯碗串門子,邊走邊吃的樣子。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志
抬轿扛(抬轎扛),抬轎扛,赌钱时两人串通夹吃另一方（賭錢時兩人串通夾吃另一方）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
抬轿子(抬轎子),[原写法即现写法], ①原为赌场数人串通，诈骗赌局中他人钱财的术语。后指骗人上当。（①原爲賭場數人串通，詐騙賭局中他人錢財的術語。後指騙人上當。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
抬轿子(抬轎子),[原写法即现写法],②对人捧场，互相吹捧，互相利用。（②對人捧場，互相吹捧，互相利用。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
抬轿子(抬轎子),抬轎子,捧抬（捧抬）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·梅陇,陇西志
抬轿子(抬轎子),抬轎子,赌场中串通一气，骗人钱财的术语；（喻）互相吹捧、利用（賭場中串通一氣，騙人錢財的術語；（喻）互相吹捧、利用）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·张江,张江镇志
抬轿子(抬轎子),抬轎子,为别人（尤其是上司）鼓吹;麻将牌术语，两人串通一气暗算另一家（爲別人（尤其是上司）鼓吹;麻將牌術語，兩人串通一氣暗算另一家）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·金桥,金桥镇志
抬轿子(抬轎子),抬轎子,骗人上当或对人捧场（騙人上當或對人捧場）,[暂无],拼音暂无(IPA暂无),泖西小片,青浦·小蒸,小蒸志
抬轿子(抬轎子),抬轎子,骗人上当或对人捧场（騙人上當或對人捧場）,[暂无],拼音暂无(IPA暂无),泖西小片,青浦·蒸淀,蒸淀志
抬轿子(抬轎子),抬轎子,指故意吹捧。（指故意吹捧。）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·金汇,金汇续志
抬轿子(抬轎子),抬轎子,捧场（捧場）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·赵巷,赵巷镇志
抬轿子(抬轎子),抬轎子,捧场（捧場）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·香花桥,香花桥志
抬轿子(抬轎子),抬轎子,骗人上当或对人捧场（騙人上當或對人捧場）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·环城,环城志
抬轿子(抬轎子),抬轎子,捧场（捧場）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·赵屯,赵屯志
抬轿子(抬轎子),抬轎子,捧场（捧場）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·大盈,大盈志
抬轿子(抬轎子),抬轎子,做好圈套、让人上当（做好圈套、讓人上當）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·白鹤,白鹤志
抬轿子(抬轎子),抬轎子,104-104,[暂无],拼音暂无(IPA暂无),本沪小片,川沙,浦东老闲话
抬轿子(抬轎子),抬轎子,骗人上当或对人捧场（騙人上當或對人捧場）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦,青浦县志
抬头(抬頭),[原写法即现写法],[空] （[空]）,[暂无],de¹³ deu⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
抬头(抬頭),臺頭,在支票、发票等的上面开列对方的人名或单位名称（在支票、發票等的上面開列對方的人名或單位名稱）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
抬头(抬頭),抬頭,仰头（仰頭）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
抬下巴(抬下巴),[原写法即现写法],被人利用把柄而受讽刺、反击、把话说死。（被人利用把柄而受諷刺、反擊、把話說死。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
苔菜(苔菜),[原写法即现写法],de²² tsʰe³⁵ 一种海藻，可制苔条等。（de²² tsʰe³⁵ 一種海藻，可製苔條等。）,[暂无],de tshe (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
苔条(苔條),[原写法即现写法],de²² diɔ⁵³ （de²² diɔ⁵³ ）,[暂无],de diau (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
苔头菜(苔頭菜),苔頭菜,油菜。（油菜。）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·五里塘,茸北镇志
苔心菜(苔心菜),[原写法即现写法],油菜。（油菜。）,[暂无],de¹³ sin⁵⁵ tshe³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
炱(炱),炱,火燎（火燎）,[暂无],拼音暂无(IPA暂无),泖西小片,松江·新浜,新浜镇志
擡(擡),[原写法即现写法],de²² 拿：我嘴巴里向有眼干，～杯茶我。（de²² 拿：我嘴巴裏向有眼乾，～杯茶我。）,[暂无],de (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
擡轿子(擡轎子),擡轎子,对人捧场（對人捧場）,[暂无],拼音暂无(IPA暂无),泖西小片,青浦·金泽,金泽志
擡轿子(擡轎子),擡轎子,骗人上当或对人捧场（騙人上當或對人捧場）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·仓桥,永丰街道志
擡举(擡舉),[原写法即现写法],〈古〉扶持。《法华鎭志》：扶持，曰抬举。（〈古〉扶持。《法華鎭志》：扶持，曰抬舉。）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·法华,法华镇志
