vocabulary,originalEntry,explanation,example,pinYin,location,place,source
heu鼻涕(heu鼻涕),[原写法即现写法],吸溜鼻涕（吸溜鼻涕）,[暂无],heu⁵³ beq² thi³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
heu水(heu水),[原写法即现写法],钢笔吸水（鋼筆吸水）,[暂无],heu³⁵ sy⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
hoe1(hoe1),hoe1,[饮食]以刀判肉：脱我~一块洋钿猪油（[飲食]以刀判肉：脫我~一塊洋鈿豬油）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
hoq牢(hoq牢),[原写法即现写法],贴着 （貼着）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱泾,朱泾镇【散记】
hoq牢(hoq牢),[原写法即现写法],贴着 （貼着）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·小昆山,小昆山镇【散记】
hoq牢(hoq牢),[原写法即现写法],贴着 （貼着）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·天马山,天马山镇【散记】
hoq里(hoq裏),[原写法即现写法], 交通不便的地方（交通不便的地方）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱泾,朱泾镇【散记】
hu(hu),hu,[动作]板著脸：面孔~起仔勤生气hu⁵³ （[動作]板著臉：面孔~起仔勤生氣 hu⁵³）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
i5(i5),i5,[动作、变化]比长短（[動作、變化]比長短）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
ia1(ia1),ia1,[动作、变化]隐藏（[動作、變化]隱藏）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
ia1皮(ia1皮),[原写法即现写法],偷懒，在工作或学习期间外出游玩（偷懶，在工作或學習期間外出遊玩）,[暂无],ia³⁵ bi⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
Ji6 介(Ji6 介),[原写法即现写法],尤其。（尤其。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
jiau4散场子(jiau4散場子),[原写法即现写法],散伙（散伙）,[暂无],jiau²² sae³⁵ zan¹³ tsy⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
jin4头攋面(jin4頭攋面),[原写法即现写法],形容小孩或牲畜表示亲热时的姿态（形容小孩或牲畜表示親熱時的姿態）,[暂无],jin²² deu⁵⁵ la³³ mi³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
ji勺(ji勺),[原写法即现写法],[空] （[空]）,[暂无],拼音暂无(IPA暂无),本沪小片,宝山·江湾,江湾镇【散记】
kae5(kae5),kae5,[动作、变化]拥有（[動作、變化]擁有）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
kaeq7(kaeq7),kaeq7,[动作、变化]眼睫动、眨眼（[動作、變化]眼睫動、眨眼）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
khae3点(khae3點),[原写法即现写法],相当多（相當多）,看看一眼眼，盛垃碗裏倒有～,khae³⁵ ti³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
khaeq秤棒(khaeq秤棒),[原写法即现写法],秤货物时用手指压住秤以增加分量（秤貨物時用手指壓住秤以增加分量）,[暂无],khaeq³ tshen⁵⁵ baon³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
khan1眼睛(khan1眼睛),[原写法即现写法],揉眼睛（揉眼睛）,[暂无],拼音暂无(IPA暂无),泖西小片,青浦,青浦西南【散记】
khan鼻头(khan鼻頭),[原写法即现写法],摸一下鼻子，表示得意（摸一下鼻子，表示得意）,[暂无],khan³⁵ beq⁵ deu³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
khie(khie),khie,[动作]碰撞：侬阿曾~痛？kʰiɪ34 （[動作]碰撞：儂阿曾~痛？ kʰiɪ34）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
kon5(kon5),[原写法即现写法],形翘，皱，不平（形 翹，皺，不平）,koŋ35,kon(IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
kuan kuan千(kuan kuan千),[原写法即现写法],小铙钹（小鐃鈸）,[暂无],kuan⁴⁴ kuan⁴⁴ tshi⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
kuan(kuan),[原写法即现写法],踢（踢）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱泾,朱泾镇【散记】
kuan(kuan),[原写法即现写法],扇（耳光） （扇（耳光））,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·西渡,西渡镇【散记】
kuan1 fi1(kuan1 fi1),[原写法即现写法],用作干燥剂的整块生石灰（用作乾燥劑的整塊生石灰）,[暂无],kuan³⁵ fi⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
kuan1(kuan1),[原写法即现写法],肿大（腫大）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱泾,朱泾镇【散记】
kuan5(kuan5),kuan5,[动作]使之干燥：迭点饭瓜子（南瓜子）去放勒埂灰甏里~一~ （[動作]使之乾燥：迭點飯瓜子（南瓜子）去放勒埂灰甏裏~一~）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
kuan坼(kuan坼),[原写法即现写法],①皮肤龟裂（①皮膚龜裂）,[暂无],kuan³⁵ tshaq³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
kuan坼(kuan坼),[原写法即现写法],②土地干裂（②土地乾裂）,[暂无],kuan³⁵ tshaq³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
kuaon5(kuaon5),[原写法即现写法],在暗中摸索（在暗中摸索）,[暂无],kuaon³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
kuaq蛤腮(kuaq蛤腮),[原写法即现写法],腮帮子朝外突出（腮幫子朝外突出）,[暂无],kuaq³ keq⁴ se⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
ku子(ku子),ku子,[植物]枣子ku³⁵ tsɿ²¹ （[植物]棗子 ku³⁵ tsɿ²¹）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
liaeq声恁(liaeq聲恁),[原写法即现写法],耳光的拟声（耳光的擬聲）,liæʔ22 sã22 nəŋ35,liaeq san nen(IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
liau6(liau6),liau6,[动作、变化]伸脚钩人（[動作、變化]伸腳鉤人）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
lieq(lieq),lieq,[动作、变化]使物中水分滴干（[動作、變化]使物中水分滴幹）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
lin6(lin6),lin6,[动作、变化]缝合（[動作、變化]縫合）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
loeq(loeq),loeq,[动作、变化]挤奶汁（[動作、變化]擠奶汁）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
loq(loq),loq,[动作、变化]阻挡（[動作、變化]阻擋）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
loq(loq),loq,[动作、变化]起立、站起（[動作、變化]起立、站起）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
nae水猫(nae水猫),[原写法即现写法],营养不良发育不好的小猫（营养不良发育不好的小猫）,[暂无],nae²² sy⁴⁴ mau⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
na朝后(na朝後),na朝後,[副词、连词、介词]从今以后（[副詞、連詞、介詞]從今以後）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
neq阄(neq鬮),[原写法即现写法],抓阄（抓鬮）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·西渡,西渡镇【散记】
ngaoq2(ngaoq2),[原写法即现写法],仰起头（仰起頭）,[暂无],ngaoq²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
ngau(ngau),[原写法即现写法],仰起头（仰起頭）,[暂无],ngau²²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
nu1(nu1),nu1,[动作、变化]用手抚顺毛（[動作、變化]用手撫順毛）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
n奶(n奶),[原写法即现写法],[亲属称谓]奶奶（[親屬稱謂]奶奶）,[暂无],n⁵⁵ na³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
n娘(n娘),[原写法即现写法],[亲属称谓]①姑妈（[親屬稱謂]①姑媽）,[暂无],n⁵⁵ gnian³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
n娘(n娘),[原写法即现写法],[亲属称谓]②旧称年轻女性（[親屬稱謂]②舊稱年輕女性）,[暂无],n⁵⁵ gnian³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
phan phan千(phan phan千),[原写法即现写法],小铙钹（小鐃鈸）,[暂无],phan⁴⁴ phan⁴⁴ tshi⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
phan(phan),[原写法即现写法],扇（耳光） （扇（耳光））,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱泾,朱泾镇【散记】
phan1(phan1),[原写法即现写法],潲雨，雨从门窗缝隙中进来（潲雨，雨從門窗縫隙中進來）,快點關窗，雨要～進來哩,phan¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
phaon1(phaon1),[原写法即现写法],鼓（鼓）,pʰɑ̃53,phaon(IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
pha罅里(pha罅裏),~ha~,裤裆里（褲襠里）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·西渡,西渡镇【散记】
phi3转(phi3轉),歪轉 鏟轉 phi3轉 扯轉,以上说法表示歪斜（以上說法表示歪斜）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱泾,朱泾镇【散记】
sa1(sa1),sa1,[动作、变化]锯（[動作、變化]鋸）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
saon5](saon5]),[原写法即现写法],吞（吞）,[暂无],saon³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
shia娘爿(shia娘爿),X娘爿,[詈语]爱吵闹的妇女（[詈语]愛吵鬧的婦女）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
shia倭脸(shia倭臉),卸倭臉,ɕia²² vu⁵⁵ lie²¹ 小孩玩耍面部弄脏。|| 上海方言，见于上海七宝《七宝镇志》、浦东高行《高南乡志》。（ɕia²² vu⁵⁵ lie²¹ 小孩玩耍面部弄臟。 || 上海方言，見於上海七寶《七寶鎮志》、浦東高行《高南鄉志》。）,[暂无],sia vu lie (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
shia倭脸(shia倭臉),shia狐臉, [人品职业]脸（贬义）、面具（[人品職業]臉（貶義）、面具）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
shia倭脸(shia倭臉),卸猢臉,花脸（花臉）,推薦寫法爲“卸倭臉”,拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志
shia倭脸(shia倭臉),俠糊臉,肮脏的脸（骯髒的臉）,卸倭臉,拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志
shia倭脸(shia倭臉),卸倭臉,小孩玩耍面部弄脏。（小孩玩耍面部弄臟。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
shia倭脸(shia倭臉),卸倭臉,小孩玩耍面部弄脏（小孩玩耍面部弄髒）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·高南,高南乡志
shieu5(shieu5),[原写法即现写法],引诱别人说出秘密或做坏事（引誘別人說出秘密或做壞事）,[暂无],shieu³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
shieu鬼(shieu鬼),[原写法即现写法],行动迟缓、拖拉的人（行動遲緩、拖拉的人）,[暂无],shieu³⁵ ciu³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
shioe5(shioe5),shioe5,[动作、变化]蒸物（[動作、變化]蒸物）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
thae5(thae5),thae5,[动作、变化]乌龟、甲鱼等爬动（[動作、變化]烏龜、甲魚等爬動）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
thae5(thae5),thae5,[动作、变化]鸡、鸭类经烫后去毛（[動作、變化]雞、鴨類經燙後去毛）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
thae眼(thae眼),[原写法即现写法],下眼皮下垂并外翻的眼睛（下眼皮下垂並外翻的眼睛）,[暂无],thae⁵³ ngae³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
than锣船(than鑼船),than鑼船,[商业交通]专营运输的小船（[商業交通]專營運輸的小船）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
than铜(than銅),than銅,[娱乐]锣（[娛樂]鑼）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
thaon35](thaon35]),[原写法即现写法],斛上用来刮平货物的木片（斛上用來刮平貨物的木片）,[暂无],thaon³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
thaon35](thaon35]),[原写法即现写法],刮平货物（刮平貨物）,[暂无],thaon³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
then3(then3),[原写法即现写法],替（替）,渠一直～別人做衣裳,then⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
theu5(theu5),theu5,[动作、变化]展开；抖（[動作、變化]展開；抖）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
thin5(thin5),[原写法即现写法],剩下（剩下）,[暂无],thin³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
thoe5(thoe5),thoe5,[动作、变化]鸟兽脱毛、人掉头发（[動作、變化]鳥獸脫毛、人掉頭發）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
tieq(tieq),tieq,[动作、变化]两指尖夹起皮肤（[動作、變化]兩指尖夾起皮膚）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
tsae5(tsae5),tsae5,[动作、变化]切、剁（[動作、變化]切、剁）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
tsan(tsan),[原写法即现写法],刺入皮肤的细竹木丝（刺入皮膚的細竹木絲）,[暂无],tsan³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
tshae ze(tshae ze),[原写法即现写法],农具（農具）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱泾,朱泾镇【散记】
tshiau5(tshiau5),tshiau5,[动作、变化]开玩笑（[動作、變化]開玩笑）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
tshon手(tshon手),tshon手,[人品职业]扒手（[人品職業]扒手）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
tsia1(tsia1),tsia1,[饮食]把烧好的食物置于小火上以保暖：蹄膀汤用小火~勒嗨（[飲食]把燒好的食物置於小火上以保暖：蹄膀湯用小火~勒嗨）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
VCD(VCD),[原写法即现写法],[空] （[空]）,[暂无],vi²³ si⁴⁴ di⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
zae6(zae6),zae6,[动作、变化]谷物饱满（[動作、變化]穀物飽滿）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
zaeq(zaeq),zaeq,[动作、变化]水煮（[動作、變化]水煮）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
zau2(zau2),zau2,[动作、变化]饥饿（[動作、變化]饑餓）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
ziau6](ziau6]),[原写法即现写法],搅动（攪動）,[暂无],ziau¹³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
ziau6](ziau6]),[原写法即现写法],诈骗财物（詐騙財物）,[暂无],ziau¹³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
ziau6山头(ziau6山頭),[原写法即现写法],骗人财物（騙人財物）,[暂无],ziau²² sae⁵⁵ deu³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
ziau6铜钿(ziau6銅鈿),[原写法即现写法],借名目侵占别人的财产（借名目侵佔別人的財產）,[暂无],ziau²² don⁵⁵ di³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
阿(阿),[原写法即现写法],a⁵³ ①用于亲属称谓，排行，人名等：~丽。②用于其他名词前。|| 又音æʔ⁵。a⁵³可能是相对本土的说法。（a⁵³ ①用於親屬稱謂，排行，人名等：~麗。②用於其他名詞前。 || 又音æʔ⁵。a⁵³可能是相對本土的說法。）,[暂无],a (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
阿(阿),[原写法即现写法],æʔ⁵ ①用于亲属称谓，排行，人名等。②用于其他名词前。|| 注：又a⁵³。a⁵³可能是相对本土的说法。（æʔ⁵ ①用於親屬稱謂，排行，人名等。②用於其他名詞前。 || 注：又a⁵³。a⁵³可能是相對本土的說法。）,[暂无],aeq (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
